ONET_SOC_CODE,title,essential_skills_importance_ranked,essential_skills_level_ranked,essential_skills_reading_comprehension_importance,essential_skills_reading_comprehension_level,essential_skills_active_listening_importance,essential_skills_active_listening_level,essential_skills_writing_importance,essential_skills_writing_level,essential_skills_speaking_importance,essential_skills_speaking_level,essential_skills_mathematics_importance,essential_skills_mathematics_level,essential_skills_science_importance,essential_skills_science_level,essential_skills_critical_thinking_importance,essential_skills_critical_thinking_level,essential_skills_active_learning_importance,essential_skills_active_learning_level,essential_skills_learning_strategies_importance,essential_skills_learning_strategies_level,essential_skills_monitoring_importance,essential_skills_monitoring_level
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",monitoring|reading_comprehension|active_listening|speaking|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|critical_thinking|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,3.0,3.0,3.0,3.0,2.88,2.88,3.0,2.88,2.38,2.38,1.88,1.5,2.88,3.0,2.75,2.62,2.5,2.5,3.12,3.0
51-9022.00,"Grinding and Polishing Workers, Hand",active_listening|speaking|critical_thinking|reading_comprehension|monitoring|writing|active_learning|mathematics|learning_strategies|science,active_listening|monitoring|reading_comprehension|critical_thinking|speaking|writing|active_learning|learning_strategies|mathematics|science,2.75,2.62,2.88,2.75,2.38,2.25,2.88,2.38,2.12,1.75,1.12,0.25,2.88,2.62,2.38,2.25,2.12,2.0,2.75,2.75
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",reading_comprehension|critical_thinking|monitoring|speaking|active_listening|writing|active_learning|learning_strategies|mathematics|science,monitoring|reading_comprehension|active_listening|critical_thinking|speaking|writing|active_learning|learning_strategies|mathematics|science,3.12,3.0,2.88,2.88,2.75,2.62,3.0,2.75,2.38,2.25,1.88,1.75,3.12,2.88,2.75,2.5,2.62,2.38,3.12,3.12
51-9031.00,"Cutters and Trimmers, Hand",active_listening|speaking|reading_comprehension|monitoring|critical_thinking|writing|active_learning|mathematics|learning_strategies|science,active_listening|reading_comprehension|monitoring|writing|speaking|critical_thinking|active_learning|learning_strategies|mathematics|science,2.75,2.62,2.88,2.88,2.12,2.12,2.88,2.12,2.0,1.12,1.0,0.0,2.62,2.12,2.12,2.0,2.0,1.62,2.75,2.62
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",reading_comprehension|monitoring|active_listening|critical_thinking|speaking|active_learning|mathematics|writing|learning_strategies|science,monitoring|reading_comprehension|active_listening|critical_thinking|speaking|writing|mathematics|active_learning|learning_strategies|science,3.12,2.88,2.88,2.75,2.25,2.12,2.75,2.62,2.38,2.0,1.5,0.5,2.88,2.75,2.5,2.0,2.0,1.88,3.12,3.0
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",monitoring|speaking|reading_comprehension|active_listening|critical_thinking|writing|active_learning|mathematics|learning_strategies|science,monitoring|reading_comprehension|active_listening|critical_thinking|writing|speaking|active_learning|mathematics|learning_strategies|science,3.0,2.75,3.0,2.75,2.75,2.38,3.12,2.38,2.12,2.0,1.75,0.75,3.0,2.75,2.62,2.12,2.12,2.0,3.38,3.12
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|mathematics|learning_strategies|science,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|writing|active_learning|mathematics|learning_strategies|science,3.12,3.0,3.12,3.12,2.62,2.62,3.12,3.0,2.25,2.0,1.88,1.12,3.12,3.0,2.38,2.38,2.12,1.5,3.12,3.12
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",writing|critical_thinking|reading_comprehension|active_listening|speaking|monitoring|mathematics|active_learning|learning_strategies|science,critical_thinking|active_listening|writing|monitoring|reading_comprehension|speaking|mathematics|active_learning|learning_strategies|science,3.12,3.0,3.12,3.12,3.25,3.12,3.12,3.0,2.62,2.5,1.62,1.0,3.25,3.25,2.38,2.38,2.0,2.12,3.0,3.12
51-9071.00,Jewelers and Precious Stone and Metal Workers,active_listening|speaking|critical_thinking|reading_comprehension|monitoring|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|active_learning|writing|speaking|learning_strategies|mathematics|science,2.75,2.88,3.12,2.88,2.5,2.75,3.0,2.75,2.0,1.75,1.25,0.38,3.0,3.5,2.38,2.88,2.25,2.38,2.75,3.0
51-9071.06,Gem and Diamond Workers,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|writing|mathematics|active_learning|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|speaking|monitoring|writing|mathematics|active_learning|learning_strategies|science,3.0,3.0,3.0,3.0,2.88,2.88,3.0,3.0,2.75,2.88,1.5,0.5,3.12,3.12,2.75,2.75,2.12,2.0,3.12,3.0
51-9081.00,Dental Laboratory Technicians,reading_comprehension|critical_thinking|active_listening|speaking|active_learning|monitoring|writing|learning_strategies|science|mathematics,critical_thinking|reading_comprehension|speaking|active_learning|learning_strategies|monitoring|active_listening|writing|mathematics|science,3.38,3.0,3.0,2.88,2.88,2.88,3.0,3.0,2.0,2.25,2.12,1.5,3.25,3.38,3.0,3.0,2.88,3.0,3.0,3.0
51-9082.00,Medical Appliance Technicians,critical_thinking|reading_comprehension|active_listening|speaking|monitoring|active_learning|writing|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|active_listening|speaking|active_learning|monitoring|writing|mathematics|learning_strategies|science,3.62,3.75,3.62,3.62,2.88,2.88,3.62,3.38,2.62,2.88,1.75,1.38,3.75,3.75,3.12,3.12,2.75,2.88,3.25,3.12
51-9083.00,Ophthalmic Laboratory Technicians,reading_comprehension|critical_thinking|monitoring|active_listening|speaking|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|critical_thinking|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,3.0,2.88,2.88,2.88,2.75,2.62,2.88,2.62,2.12,2.25,1.75,0.88,3.0,2.88,2.75,2.5,2.5,2.38,3.0,2.88
51-9111.00,Packaging and Filling Machine Operators and Tenders,monitoring|active_listening|reading_comprehension|critical_thinking|speaking|writing|active_learning|mathematics|learning_strategies|science,reading_comprehension|monitoring|active_listening|writing|speaking|critical_thinking|learning_strategies|active_learning|mathematics|science,2.88,2.88,3.0,2.75,2.62,2.25,2.75,2.25,2.12,2.0,1.0,0.0,2.88,2.25,2.38,2.12,2.12,2.25,3.12,2.88
51-9123.00,"Painting, Coating, and Decorating Workers",active_listening|monitoring|reading_comprehension|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|speaking|reading_comprehension|active_listening|active_learning|learning_strategies|writing|mathematics|science,2.75,2.25,2.88,2.25,2.25,1.88,2.75,2.5,1.88,1.12,1.0,0.0,2.75,2.62,2.12,2.0,2.0,2.0,2.88,2.62
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",monitoring|critical_thinking|reading_comprehension|active_listening|speaking|learning_strategies|active_learning|writing|mathematics|science,monitoring|critical_thinking|reading_comprehension|learning_strategies|active_listening|active_learning|writing|speaking|mathematics|science,2.62,2.62,2.62,2.25,2.25,2.0,2.62,2.0,2.0,1.88,1.12,0.12,2.75,2.88,2.5,2.25,2.62,2.38,3.12,3.0
51-9141.00,Semiconductor Processing Technicians,reading_comprehension|critical_thinking|active_listening|monitoring|speaking|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|monitoring|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,3.38,3.38,3.25,2.88,2.75,2.62,2.88,2.88,1.88,1.75,1.88,1.25,3.38,2.88,2.5,2.25,2.25,2.0,3.25,3.0
51-9151.00,Photographic Process Workers and Processing Machine Operators,active_listening|reading_comprehension|speaking|critical_thinking|monitoring|active_learning|writing|learning_strategies|mathematics|science,active_listening|reading_comprehension|monitoring|critical_thinking|speaking|writing|active_learning|learning_strategies|mathematics|science,3.25,3.25,3.38,3.38,2.75,2.88,3.25,3.0,2.0,2.25,1.62,1.0,3.12,3.12,2.88,2.88,2.5,2.88,3.12,3.25
51-9161.00,Computer Numerically Controlled Tool Operators,critical_thinking|monitoring|active_listening|speaking|reading_comprehension|active_learning|mathematics|writing|learning_strategies|science,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|writing|mathematics|active_learning|learning_strategies|science,2.88,3.38,3.12,3.0,2.62,2.88,3.0,3.0,2.75,2.88,1.62,1.12,3.62,3.62,2.88,2.88,2.62,2.75,3.62,3.62
51-9162.00,Computer Numerically Controlled Tool Programmers,monitoring|mathematics|reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|science,reading_comprehension|critical_thinking|monitoring|mathematics|active_learning|active_listening|writing|speaking|learning_strategies|science,3.0,3.62,3.0,3.0,2.88,3.0,3.0,3.0,3.12,3.38,1.88,1.5,3.0,3.5,2.88,3.38,2.62,2.62,3.5,3.5
51-9191.00,Adhesive Bonding Machine Operators and Tenders,active_listening|speaking|monitoring|reading_comprehension|critical_thinking|writing|active_learning|mathematics|learning_strategies|science,monitoring|active_listening|critical_thinking|speaking|reading_comprehension|mathematics|active_learning|writing|learning_strategies|science,3.0,2.5,3.12,2.75,2.75,2.25,3.12,2.62,2.5,2.38,1.5,0.5,2.88,2.75,2.62,2.38,2.25,2.12,3.12,3.12
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",active_listening|speaking|critical_thinking|monitoring|reading_comprehension|writing|learning_strategies|active_learning|mathematics|science,monitoring|active_listening|writing|reading_comprehension|speaking|critical_thinking|active_learning|learning_strategies|mathematics|science,2.75,2.25,2.88,2.38,2.25,2.38,2.88,2.25,2.0,1.12,1.5,0.62,2.88,2.12,2.12,2.12,2.25,2.12,2.88,3.0
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,critical_thinking|monitoring|speaking|reading_comprehension|active_listening|active_learning|writing|learning_strategies|mathematics|science,monitoring|critical_thinking|active_learning|reading_comprehension|active_listening|writing|speaking|mathematics|learning_strategies|science,3.0,3.0,3.0,3.0,2.88,2.88,3.12,2.88,2.38,2.38,1.75,0.88,3.62,3.25,3.0,3.12,2.5,2.38,3.5,3.38
51-9194.00,Etchers and Engravers,reading_comprehension|monitoring|active_listening|speaking|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|active_listening|reading_comprehension|monitoring|speaking|writing|active_learning|learning_strategies|mathematics|science,3.12,2.88,3.0,3.0,2.25,2.25,3.0,2.62,2.0,1.75,1.12,0.25,3.0,3.12,2.38,2.25,2.25,2.0,3.12,2.88
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",reading_comprehension|active_listening|speaking|monitoring|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|critical_thinking|writing|monitoring|speaking|active_learning|learning_strategies|mathematics|science,2.88,2.62,2.88,2.62,2.62,2.5,2.75,2.38,2.0,1.5,1.0,0.0,2.62,2.62,2.25,2.38,2.12,1.75,2.75,2.5
51-9195.03,"Stone Cutters and Carvers, Manufacturing",active_listening|critical_thinking|reading_comprehension|speaking|monitoring|active_learning|writing|mathematics|learning_strategies|science,reading_comprehension|critical_thinking|active_listening|monitoring|speaking|writing|learning_strategies|active_learning|mathematics|science,2.88,2.88,3.0,2.75,2.25,2.25,2.88,2.38,2.25,1.62,1.38,0.38,3.0,2.88,2.5,2.0,2.25,2.25,2.88,2.62
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",monitoring|active_listening|speaking|critical_thinking|reading_comprehension|writing|mathematics|active_learning|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,2.88,3.0,3.0,3.0,2.88,2.75,3.0,3.0,2.5,2.12,1.75,0.88,3.0,3.0,2.5,2.5,2.5,2.25,3.12,3.0
51-9195.05,"Potters, Manufacturing",active_listening|critical_thinking|monitoring|speaking|reading_comprehension|writing|mathematics|active_learning|learning_strategies|science,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|writing|active_learning|mathematics|learning_strategies|science,2.75,2.88,3.0,2.88,2.38,2.62,2.88,2.88,2.12,1.75,1.5,0.62,3.0,3.12,2.0,2.12,1.75,1.38,3.0,3.0
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",active_listening|speaking|critical_thinking|monitoring|active_learning|reading_comprehension|writing|mathematics|learning_strategies|science,monitoring|critical_thinking|active_listening|speaking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,2.75,2.25,3.0,2.75,2.25,2.12,3.0,2.75,2.12,2.0,1.0,0.0,3.0,2.88,2.88,2.25,2.0,2.12,3.0,3.0
51-9197.00,Tire Builders,active_listening|critical_thinking|monitoring|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,monitoring|active_listening|critical_thinking|speaking|reading_comprehension|learning_strategies|writing|active_learning|mathematics|science,2.25,2.12,3.0,2.62,2.0,1.75,2.62,2.25,1.88,1.12,1.0,0.0,3.0,2.5,2.0,1.75,2.0,1.88,3.0,2.88
51-9198.00,Helpers--Production Workers,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|active_learning|writing|mathematics|learning_strategies|science,reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,2.62,2.12,2.75,2.12,2.0,1.75,2.62,2.0,2.0,1.75,1.0,0.0,2.62,2.0,2.12,1.75,2.0,1.75,2.75,2.12
53-1041.00,Aircraft Cargo Handling Supervisors,critical_thinking|active_listening|speaking|monitoring|learning_strategies|reading_comprehension|writing|mathematics|active_learning|science,monitoring|learning_strategies|critical_thinking|writing|speaking|reading_comprehension|active_listening|mathematics|active_learning|science,3.25,3.0,3.62,3.0,3.12,3.25,3.62,3.12,3.0,2.88,1.5,0.5,3.75,3.5,3.0,2.88,3.5,3.62,3.62,3.88
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",speaking|active_listening|critical_thinking|monitoring|reading_comprehension|writing|learning_strategies|active_learning|mathematics|science,active_listening|speaking|critical_thinking|reading_comprehension|monitoring|learning_strategies|writing|active_learning|mathematics|science,3.12,3.5,3.5,3.75,3.12,3.12,3.62,3.75,2.25,2.12,1.38,0.5,3.38,3.62,2.75,3.0,3.0,3.25,3.38,3.5
53-1042.01,Recycling Coordinators,speaking|active_listening|critical_thinking|reading_comprehension|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|monitoring|speaking|active_listening|writing|active_learning|learning_strategies|mathematics|science,3.5,3.5,3.62,3.12,3.12,3.12,3.88,3.38,2.5,2.75,1.25,0.25,3.62,3.5,3.12,3.12,3.0,3.0,3.5,3.5
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,active_listening|speaking|reading_comprehension|monitoring|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,3.62,3.75,4.0,3.88,3.38,3.62,3.88,3.88,2.75,2.25,1.25,0.25,3.62,3.62,3.12,3.12,3.12,3.12,3.5,3.75
53-1044.00,First-Line Supervisors of Passenger Attendants,active_listening|speaking|reading_comprehension|critical_thinking|active_learning|monitoring|writing|learning_strategies|mathematics|science,speaking|reading_comprehension|active_listening|writing|critical_thinking|monitoring|learning_strategies|active_learning|mathematics|science,3.62,3.75,3.88,3.62,3.38,3.62,3.88,3.88,2.5,2.25,1.12,0.25,3.62,3.62,3.5,3.25,3.25,3.38,3.5,3.62
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",active_listening|critical_thinking|monitoring|reading_comprehension|speaking|active_learning|writing|mathematics|learning_strategies|science,active_listening|monitoring|reading_comprehension|critical_thinking|active_learning|speaking|mathematics|writing|learning_strategies|science,3.88,4.12,4.12,4.25,3.12,3.25,3.75,3.75,3.12,3.5,2.75,2.75,4.12,4.12,3.75,4.12,3.0,3.12,4.12,4.25
53-2012.00,Commercial Pilots,monitoring|critical_thinking|active_listening|reading_comprehension|speaking|active_learning|learning_strategies|writing|mathematics|science,reading_comprehension|active_listening|critical_thinking|active_learning|monitoring|speaking|learning_strategies|writing|mathematics|science,3.75,4.12,3.88,4.12,3.0,3.0,3.75,3.75,2.75,2.88,2.62,2.75,4.0,4.0,3.62,4.0,3.12,3.5,4.12,4.0
53-2021.00,Air Traffic Controllers,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,monitoring|critical_thinking|reading_comprehension|active_listening|speaking|active_learning|learning_strategies|writing|mathematics|science,3.75,4.0,4.38,4.0,3.12,3.12,4.25,3.88,2.88,3.0,1.75,1.5,4.12,4.12,3.75,3.75,3.12,3.38,4.0,4.25
